	real	30	60	100	150	200	250	300
PF02463	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07574	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF02616	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF04079	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF15785	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF03467	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF10220	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF09346	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF17307	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF04802	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF06003	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF12510	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF04927	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF04355	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF01668	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF10144	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF17047	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF01713	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF15181	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF16243	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF06695	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF14619	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF14938	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF00835	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF15497	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF11035	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF09808	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF14712	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF05739	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF09335	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF00565	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF16700	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF00209	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF08455	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF00176	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF04855	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF03357	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF09051	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF09050	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF09049	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF01174	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07366	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF12680	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF13474	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF13577	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07192	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF11538	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF16533	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF15279	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF16855	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF12610	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07525	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF16848	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF00080	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF02777	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF00081	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF09055	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF04158	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF10428	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF11365	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF03619	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF01033	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF03002	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF17081	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF13981	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF13979	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF11047	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07487	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07682	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF02208	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF09666	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF04203	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF15902	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF15901	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF03700	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF01680	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF15925	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF17079	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF04832	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF12067	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF04267	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF06525	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF04268	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF12336	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF13501	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF08770	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF12444	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF14313	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF03014	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF16504	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07354	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF08616	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF15307	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF15120	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF16077	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF02090	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF02510	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07458	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF10591	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF11881	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF13186	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF15212	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF15743	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF15175	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF15218	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF15662	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF14909	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF15824	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF14649	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF15256	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07780	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF06645	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF04573	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF08286	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF06703	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF17082	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF11544	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF08317	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF15577	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF15402	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF04130	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF05122	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF03771	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF15795	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF10136	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF00435	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF16650	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF15670	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF15059	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF15058	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF01564	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF17284	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF08250	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF05324	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF15754	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF15171	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF17325	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF14764	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF05541	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF12138	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF15678	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF11260	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF16763	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF16451	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF09408	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF17072	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF02513	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF08234	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF05215	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF04435	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF11132	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF08769	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07070	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF03533	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF05032	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF08631	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF03907	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF15407	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF14689	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF14682	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07744	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF11964	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF08486	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07228	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF06686	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF12685	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF12116	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF01944	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07454	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF14171	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF14185	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF06468	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF09388	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF05036	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF11122	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF10612	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF14153	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF10957	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF05504	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF09671	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF09548	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF09546	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF09581	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF09551	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF09547	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF03845	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF09575	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF09578	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF14147	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF09580	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF09577	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF09579	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF14034	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF09560	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF05642	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF12164	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07084	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF02590	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF14419	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF00588	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF12105	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF08032	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF08183	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF13782	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF03862	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07451	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF14097	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF04026	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF14069	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF04293	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF04232	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF15714	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF06550	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07448	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF15356	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF12118	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF14349	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF13573	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF05210	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF14820	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF10263	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF00622	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF08644	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF08243	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF12090	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF06093	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF03439	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF11942	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF14632	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF11779	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF03539	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF03534	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF05563	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF03779	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF03105	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF11357	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF08999	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF16845	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF13243	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF13249	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF00494	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF00299	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF10500	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF13790	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07304	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF02586	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF08832	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF00530	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF15494	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF03125	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF00319	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07520	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF02118	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF08236	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF04086	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF02290	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF01922	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF00660	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF05022	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF00448	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF02881	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF16969	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF08492	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF05486	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF09439	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF02978	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF17004	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07709	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07985	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF15230	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF15872	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF09201	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF00436	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF10141	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF04503	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07179	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF14581	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF04888	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF00474	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF14723	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF04686	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF00720	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF04056	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF09199	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF06933	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF04386	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF08141	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF14098	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF08176	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF08177	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF08175	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF08179	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF03531	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF15836	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF04722	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF11966	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07935	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF09514	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF05030	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF04184	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF16664	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF08514	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF03298	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF14731	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF09022	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF09023	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF04022	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF02821	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF05480	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF10100	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF01123	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF02876	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF01852	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF16544	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF01740	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF13466	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF12162	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF12188	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF14596	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF03875	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF00836	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF01017	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF02864	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF02865	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF16482	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
